key,number_of_units,electricity_output_capacity,heat_output_capacity,full_load_hours,initial_investment_per_plant,fixed_operation_and_maintenance_costs_per_year,variable_operation_and_maintenance_costs_per_full_load_hour,wacc,technical_lifetime,total_investment_over_lifetime_per_converter
agriculture_burner_crude_oil,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,0.0
agriculture_burner_hydrogen,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,0.0
agriculture_burner_network_gas,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,0.0
agriculture_burner_wood_pellets,90.93857524117875,0.0,5.0,2190.0,1003333.33333333,5000.0,0.0,0.03,15.0,91241703.82531571
agriculture_final_demand_electricity,,,,,,,,,,
agriculture_geothermal,0.0,0.0,14.0,6000.0,26726000.0,1414000.0,26.6,0.03,30.0,0.0
agriculture_heatpump_water_water_ts_electricity,308.150173346566,0.0,5.0,971.7651722635851,1690285.714285712,17977.6556868764,0.0,0.03,15.0,520861835.8623663
buildings_cooling_airconditioning_electricity,785312.7820371209,0.0,0.0025,2240.0,1800.0,25.0,0.0,0.03,15.0,1413563007.666818
buildings_cooling_collective_heatpump_water_water_ts_electricity,480.5723148086507,0.0,2.25,2190.0,486285.0,67530.0,0.0,0.03,15.0,233695108.10672468
buildings_cooling_heatpump_air_water_network_gas,0.0,0.0,2.25,4000.0,2479300.0,99296.24,0.0,0.03,15.0,0.0
buildings_final_demand_electricity,,,,,,,,,,
buildings_heating_savings_from_insulation_useable_heat,,,,0.0,784567629.040575,,,,40.0,
buildings_lighting_savings_from_daylight_control_light,0.0,,,0.0,,,,,,
buildings_lighting_savings_from_motion_detection_light,0.0,,,0.0,,,,,,
buildings_solar_pv_solar_radiation,7787723.3635399025,0.0004800000000000001,0.0,1000.0,69.36594718714113,4.62,0.0,0.03,25.0,1601451445.7396839
buildings_space_heater_coal,0.0,0.0,0.133,1042.44,26600.0,798.0,0.0,0.03,15.0,0.0
buildings_space_heater_collective_heatpump_water_water_ts_electricity,135.78952114790758,0.0,2.25,4273.717996009928,486285.0,67530.0,0.0,0.03,15.0,66032407.29141024
buildings_space_heater_crude_oil,0.0,0.0,0.142,981.12,18460.0,497.0,0.0,0.03,15.0,0.0
buildings_space_heater_district_heating_steam_hot_water,173129.22018933602,0.0,0.011000000000000001,2499.999999999557,0.0,0.0,0.0,0.03,30.0,0.0
buildings_space_heater_electricity,0.0,0.0,0.081,1716.96,2025.0,0.0,0.0,0.03,15.0,0.0
buildings_space_heater_heatpump_air_water_network_gas,63.419681455678436,0.0,2.25141,4273.7179960099265,1929780.0,297861.543,0.0,0.03,15.0,122386032.87953912
buildings_space_heater_network_gas,0.0,0.0,0.043,2000.0,2000.0,130.0,0.0,0.03,15.0,0.0
buildings_space_heater_solar_thermal,0.0,0.0,0.175,791.666666666667,144375.0,1837.5,0.0,0.03,20.0,0.0
buildings_space_heater_wood_pellets,0.0,0.0,0.13699999999999998,1016.16,34318.5,1644.0,0.0,0.03,15.0,0.0
bunkers_flexibility_p2g_electricity,0.0,0.0,0.0,0.0,4640487.980769225,126000.0,0.0,0.03,25.0,0.0
bunkers_p2l_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
energy_chp_combined_cycle_network_gas,0.0,120.0,117.2093,0.0,126168224.29906544,1356000.0,194.4,0.03,30.0,0.0
energy_chp_local_engine_biogas,0.0,2.0,2.18604651162791,8000.0,1201602.1361815757,0.0,16.0,0.03,20.0,0.0
energy_chp_local_engine_network_gas,23.415,2.0,2.18604651162791,1516.4268694496411,1201602.1361815757,0.0,16.0,0.03,20.0,28135514.01869159
energy_chp_local_wood_pellets,0.0,23.12,65.68,0.0,56749090.90909092,159452.53056994814,0.0,0.03,25.0,0.0
energy_chp_supercritical_waste_mix,1.3213388663941998,60.0,33.333333,1415.0952257863805,162000000.0,4800000.0,0.0,0.03,30.0,214056896.3558604
energy_chp_ultra_supercritical_coal,0.0,695.652173913043,260.869565217391,0.0,1182608696.0,32278261.0,1530.43,0.03,40.0,0.0
energy_chp_ultra_supercritical_cofiring_coal,0.0,643.478260869565,260.869565217391,0.0,1319130435.0,30886957.0,1544.35,0.03,40.0,0.0
energy_chp_ultra_supercritical_lignite,0.0,700.0,300.0,0.0,1085000000.0,32480000.0,1540.0,0.03,30.0,0.0
energy_distribution_imported_heat,,,,,,,,,,
energy_export_electricity,0.0,,,,,,,,,
energy_flexibility_hv_opac_electricity,0.0,1400.0,0.0,0.0,1785000000.0,19800000.0,0.0,0.03,50.0,0.0
energy_flexibility_mv_batteries_electricity,0.0,100.0,0.0,0.0,38780504.17160623,560000.0,0.0,0.03,10.0,0.0
energy_flexibility_pumped_storage_electricity,0.0,450.0,0.0,0.0,500000000.0,15000.0,5000.0,0.03,75.0,0.0
energy_heat_backup_burner_network_gas,905.5783831819856,0.0,5.0,1094.9970650006364,300000.0,10000.0,5.0,0.03,15.0,271673514.9545957
energy_heat_burner_coal,0.0,0.0,100.0,0.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
energy_heat_burner_crude_oil,0.0,0.0,100.0,0.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
energy_heat_burner_hydrogen,0.0,,5.0,0.0,300000.0,10000.0,5.0,0.03,25.0,0.0
energy_heat_burner_network_gas,87.3612473649058,,5.0,4251.59281326056,300000.0,10000.0,5.0,0.03,25.0,26208374.20947174
energy_heat_burner_waste_mix,0.8354217644184979,0.0,36.6,6422.235511867738,68808000.0,2976348.6,201.3,0.03,25.0,57483700.76610801
energy_heat_burner_wood_pellets,15.72188014965311,0.0,16.67,5722.621364743175,8184970.0,433420.0,0.0,0.03,15.0,128683117.36850622
energy_heat_flexibility_p2h_boiler_electricity,0.0,0.0,50.0,0.0,3000000.0,50000.0,25.0,0.03,15.0,0.0
energy_heat_flexibility_p2h_heatpump_electricity,157.2502452568304,0.0,1.0,6343.0986290994815,500000.0,5000.0,0.0,0.03,15.0,78625122.62841521
energy_heat_heatpump_water_water_electricity,169.26241676950497,0.0,1.0,6397.1144260310875,255000.0,5000.0,0.0,0.03,15.0,43161916.27622376
energy_heat_import_steam_hot_water,0.0,,10.0,8760.0,0.0,,0.0,0.03,40.0,
energy_heat_industry_chemicals_fertilizers_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_chemicals_other_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_chemicals_refineries_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_other_ict_residual_heat,0.0,,25.0,8760.0,22100000.0,442000.0,0.0,0.03,15.0,0.0
energy_heat_solar_thermal,16.328679496745263,,23.3,684.0,9333333.3,685151.5,0.0,0.03,25.0,152401008.09199986
energy_heat_well_geothermal,34.47649226365032,0.0,14.0,6000.0,3102143.465139684,862540.0,16.226,0.03,30.0,106951025.17662168
energy_hydrogen_biomass_gasification,0.0,,,7884.0,144005991.803279,8758652.09471767,1110.94014392664,0.03,40.0,0.0
energy_hydrogen_biomass_gasification_ccs,0.0,,,7884.0,144005991.803279,12140210.3825137,1110.94014392664,0.03,40.0,0.0
energy_hydrogen_electrolysis_solar_electricity,0.0,,,1867.4554059999998,4500000.0,126000.0,0.0,0.03,25.0,0.0
energy_hydrogen_electrolysis_wind_electricity,0.0,,,4000.0,4500000.0,126000.0,0.0,0.03,25.0,0.0
energy_hydrogen_flexibility_p2g_electricity,982.81403285519,,,4659.21443095641,4500000.0,126000.0,0.0,0.03,25.0,4422663147.848354
energy_hydrogen_solar_pv_solar_radiation,0.0,35.29411764705883,0.0,1000.0,5559999.9999999935,318000.0,0.0,0.03,25.0,0.0
energy_hydrogen_steam_methane_reformer,0.0,,,7500.0,105435801.31208998,105435.80131208996,0.0,0.03,30.0,0.0
energy_hydrogen_steam_methane_reformer_ccs,0.0,,,7500.0,105435801.31208998,483226.33552015,0.0,0.03,30.0,0.0
energy_hydrogen_wind_turbine_offshore,0.0,3.0,0.0,4500.0,3000384.418247053,96000.6459093846,0.0,0.03,20.0,0.0
energy_interconnector_1_imported_electricity,1.0,3232.366152501514,,960.1667163763012,,,0.0,,,
energy_interconnector_2_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_3_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_4_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_5_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_6_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_power_combined_cycle_ccs_coal,0.0,658.0,0.0,0.0,1268685884.9,21373442.6229508,801.247999672602,0.03,30.0,0.0
energy_power_combined_cycle_ccs_network_gas,0.0,665.0,0.0,0.0,505635388.7719546,13063555.5555556,514.7221333182799,0.03,30.0,0.0
energy_power_combined_cycle_coal,0.0,800.0,0.0,0.0,1542475240.0,16000000.0,801.247999672602,0.03,30.0,0.0
energy_power_combined_cycle_hydrogen,12.285175410689876,800.0,0.0,353.471471941879,600340453.9385848,9066666.66666667,1287.0,0.03,30.0,7375287782.7687
energy_power_combined_cycle_network_gas,0.0,800.0,0.0,0.0,600340453.9385848,9066666.66666667,1287.0,0.03,30.0,0.0
energy_power_engine_diesel,0.0,2.0,0.0,0.0,400000.0,0.0,15.7,0.03,30.0,0.0
energy_power_engine_network_gas,0.0,400.0,0.0,0.0,260347129.506008,2400000.0,800.0,0.03,25.0,0.0
energy_power_geothermal,0.0,12.0,0.0,8000.0,18001015.143542588,1464000.0,0.0,0.03,30.0,0.0
energy_power_hv_network_electricity,16.479240446026242,800.0,0.0,8760.0,0.0,47926596.97,0.0,0.03,40.0,0.0
energy_power_hydro_mountain,0.0,500.0,0.0,0.0,618099845.753424,5415845.84383562,1246.04483013699,0.03,50.0,0.0
energy_power_hydro_river,0.0,10.0,0.0,2515.0,34560000.0,710000.0,0.0,0.03,45.0,0.0
energy_power_lv_network_electricity,1473.9384331001322,0.64,0.0,8760.0,0.0,1999.279402,0.0,0.03,40.0,0.0
energy_power_mv_distribution_network_electricity,2062.9714986133927,2.1,0.0,8760.0,0.0,7789.192548999999,0.0,0.03,40.0,0.0
energy_power_mv_transport_network_electricity,255.8658872915866,16.9,0.0,8760.0,0.0,86884.46792000001,0.0,0.03,40.0,0.0
energy_power_nuclear_gen2_uranium_oxide,0.0,1650.0,0.0,0.0,4000000000.0,42048000.0,6400.0,0.03,50.0,0.0
energy_power_nuclear_gen3_uranium_oxide,0.0,1650.0,0.0,0.0,6187500000.0,80901594.7712419,6288.0,0.03,60.0,0.0
energy_power_solar_csp_solar_radiation,0.0,50.0,0.0,867.0,175000000.0,400000.0,50.0,0.03,30.0,0.0
energy_power_solar_pv_solar_radiation,77.69590985166666,35.29411764705883,0.0,1000.0,5559999.9999999935,318000.0,0.0,0.03,25.0,431989258.77526605
energy_power_supercritical_coal,0.0,800.0,0.0,0.0,790000000.0,19414400.0,1580.0,0.03,45.0,0.0
energy_power_supercritical_waste_mix,0.0,55.56,0.0,4100.0,250020000.0,0.0,65.0,0.03,20.0,0.0
energy_power_transformer_lv_mv_electricity,2620.334992178013,0.36,0.0,8760.0,0.0,1999.279402,0.0,0.03,40.0,0.0
energy_power_transformer_mv_hv_electricity,98.27576125517756,44.0,0.0,8760.0,0.0,321203.8165,0.0,0.03,40.0,0.0
energy_power_turbine_hydrogen,0.0,150.0,0.0,0.0,80495556.15821095,927202.5,416.46845625,0.03,50.0,0.0
energy_power_turbine_network_gas,0.0,150.0,0.0,0.0,80495556.15821095,927202.5,416.46845625,0.03,50.0,0.0
energy_power_ultra_supercritical_ccs_coal,0.0,637.0,0.0,0.0,955312323.875,15872786.8852459,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_coal,0.0,800.0,0.0,0.0,1120000000.0,16000000.0,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_cofiring_coal,0.0,730.434782608696,0.0,0.0,1278260870.0,16000000.0,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_crude_oil,0.0,800.0,0.0,0.0,392000000.0,15059622.3692314,0.0,0.03,30.0,0.0
energy_power_ultra_supercritical_lignite,0.0,800.0,0.0,0.0,1027000000.0,19607800.0,2370.0,0.03,30.0,0.0
energy_power_ultra_supercritical_network_gas,0.0,800.0,0.0,0.0,317222963.9519359,1365600.0,1584.0,0.03,30.0,0.0
energy_power_ultra_supercritical_oxyfuel_ccs_lignite,0.0,660.0,0.0,0.0,1200000000.0,21906185.0913642,2406.4,0.03,30.0,0.0
energy_power_wind_turbine_coastal,0.0,3.0,0.0,3000.0,2134514.2613227908,53328.57740394387,0.0,0.03,25.0,0.0
energy_power_wind_turbine_inland,406.39295066666665,3.0,0.0,3000.0,2134514.2613227908,53328.57740394387,0.0,0.03,25.0,867451548.8990492
energy_power_wind_turbine_offshore,7851.7145500000015,3.0,0.0,4500.0,3000384.418247053,96000.6459093846,0.0,0.03,20.0,23558161992.34368
energy_transport_hydrogen_compressed_trucks,19.02139318030837,0.0,,8760.0,882585.2046923632,788022.5041896099,0.0,0.03,15.0,16788000.193576384
energy_transport_hydrogen_pipelines,2.510760496757858,0.0,,8760.0,65603754.84335708,16502807.895378646,0.0,0.03,30.0,164715316.09968793
households_cooling_airconditioning_electricity,6844877.829540035,0.0,0.0025,560.0,1800.0,25.0,0.0,0.03,15.0,12320780093.172062
households_cooling_heatpump_air_water_electricity,763467.142525619,0.0,0.01,560.0,4639.980000000001,100.0,0.0,0.03,15.0,3542472271.9760227
households_cooling_heatpump_ground_water_electricity,157958.71914323154,0.0,0.01,560.0,7091.04,100.0,0.0,0.03,15.0,1120091595.7934208
households_final_demand_electricity,,,,,,,,,,
households_final_demand_hydrogen,0.0,,,,,,,,,
households_flexibility_p2p_electricity,0.0,0.0044,0.0,0.0,7560.930888575458,0.0,0.0,0.03,10.0,0.0
households_solar_pv_solar_radiation,11867907.601211695,0.0004800000000000001,0.0,1000.0,69.36530884041322,4.62,0.0,0.03,25.0,2440484580.6798573
households_space_heater_coal,0.0,0.0,0.0099,0.0,1980.0,59.4,0.0,0.03,15.0,0.0
households_space_heater_combined_network_gas,255619.0097897143,0.0,0.022000000000000002,299.10281010695337,2134.39,98.0,0.0,0.03,15.0,545590658.3050684
households_space_heater_crude_oil,0.0,0.0,0.0105,0.0,2100.0,63.0,0.0,0.03,15.0,0.0
households_space_heater_district_heating_steam_hot_water,559286.705630127,0.0,0.01,658.0261822352936,0.0,0.0,0.0,0.03,30.0,0.0
households_space_heater_electricity,0.0,0.0,0.006,0.0,300.0,0.0,0.0,0.03,15.0,0.0
households_space_heater_heatpump_air_water_electricity,1018632.1442748016,0.0,0.01,658.0261822352929,4639.980000000001,100.0,0.0,0.03,15.0,4726432776.792193
households_space_heater_heatpump_ground_water_electricity,0.0,0.0,0.01,0.0,7091.04,100.0,0.0,0.03,15.0,0.0
households_space_heater_hybrid_heatpump_air_water_electricity,88409.58233328466,0.0,0.004900000000000001,1342.910575990401,1947.69,200.0,0.0,0.03,15.0,172194459.41471517
households_space_heater_hybrid_hydrogen_heatpump_air_water_electricity,0.0,0.0,0.0049,0.0,2805.0,200.0,0.0,0.03,15.0,0.0
households_space_heater_network_gas,0.0,0.0,0.022000000000000002,0.0,1300.0,85.0,0.0,0.03,15.0,0.0
households_space_heater_wood_pellets,0.0,0.0,0.0101,0.0,3030.0,161.6,0.0,0.03,15.0,0.0
households_space_heating_savings_from_insulation,,,,0.0,12862623612.35553,,,,40.0,
households_water_heater_combined_network_gas,255619.00978971442,0.0,0.022000000000000002,62.28367949442267,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_heatpump_air_water_electricity,1018632.1442748016,0.0,0.01,137.02409488772958,0.0,0.0,0.0,0.03,15.0,259751196.7900744
households_water_heater_heatpump_ground_water_electricity,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_hybrid_heatpump_air_water_electricity,88409.58233328466,0.0,0.0049,279.64100997495984,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_hybrid_hydrogen_heatpump_air_water_electricity,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_network_gas,0.0,0.0,0.024,0.0,484.0,30.0,0.0,0.03,15.0,0.0
households_water_heater_resistive_electricity,0.0,0.0,0.0015,0.0,135.0,3.0,0.0,0.03,15.0,0.0
households_water_heater_solar_thermal,0.0,0.0,0.0014,791.666666666667,1155.0,14.7,0.0,0.03,20.0,0.0
industry_aluminium_burner_network_gas,0.059476756088279764,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,356860.5365296785
industry_chemicals_fertilizers_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_flexibility_p2h_hydrogen_electricity,25.96813077921825,0.0,50.0,6345.519629060007,3050847.457627118,50000.0,25.0,0.03,15.0,79224805.76710652
industry_chemicals_other_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_chemicals_other_heater_electricity,26.22596156717107,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,78677884.70151319
industry_chemicals_other_heatpump_water_water_electricity,0.0,0.0,5.0,7000.0,1250000.0,27500.0,0.0,0.03,15.0,0.0
industry_chemicals_other_steam_recompression_electricity,0.0,0.0,43.1,8000.0,5698000.0,228800.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_hydrogen,100.91640629545437,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,605498437.7727263
industry_chemicals_refineries_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_flexibility_p2h_hydrogen_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_chemicals_refineries_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_chp_combined_cycle_gas_power_fuelmix,0.0,120.0,117.2093,0.0,126168224.29906544,1356000.0,194.4,0.03,30.0,0.0
industry_chp_engine_gas_power_fuelmix,0.0,1.0,1.14286,0.0,600801.0680907877,0.0,8.0,0.03,20.0,0.0
industry_chp_turbine_gas_power_fuelmix,0.0,45.0,49.73684,0.0,38301068.09078772,315000.0,157.5,0.03,25.0,0.0
industry_chp_ultra_supercritical_coal,0.0,600.0,225.0,0.0,840000000.0,25600000.0,2844.44,0.03,40.0,0.0
industry_chp_wood_pellets,0.0,176.5,528.235,0.0,421193181.81818193,809339.3782383419,30.17875647668393,0.03,25.0,0.0
industry_final_demand_electricity,,,,,,,,,,
industry_heat_backup_burner_network_gas,6.043145721467752,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,36258874.32880651
industry_heat_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_heat_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_heat_burner_lignite,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,0.0
industry_heat_well_geothermal,6.5690544800423805,,30.0,7000.0,8736748.43302641,1958100.0,139.07999999999998,0.03,30.0,57392176.43497539
industry_other_food_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_food_flexibility_p2h_hydrogen_electricity,7.360185090493313,0.0,50.0,6418.346929048857,3050847.457627118,50000.0,25.0,0.03,15.0,22454801.97099655
industry_other_food_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_other_food_heater_electricity,11.292414719482913,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,33877244.15844873
industry_other_metals_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_flexibility_p2h_hydrogen_electricity,0.0828349547945206,0.0,50.0,6448.649369138569,3050847.457627118,50000.0,25.0,0.03,15.0,252716.8112375205
industry_other_paper_flexibility_p2h_network_gas_electricity,0.05522330319634707,0.0,50.0,6448.64936913857,3050847.457627118,50000.0,25.0,0.03,15.0,168477.874158347
industry_other_paper_heater_electricity,0.06801603362425919,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,204048.1008727776
industry_steel_blastfurnace_burner_coal_gas,0.045752791558900566,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,274516.74935340346
industry_steel_electricfurnace_burner_network_gas,0.006196011255355931,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,37176.06753213559
other_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
other_burner_crude_oil,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,0.0
other_burner_network_gas,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,0.0
other_burner_wood_pellets,0.0,0.0,5.0,2190.0,1003333.33333333,5000.0,0.0,0.03,15.0,0.0
other_final_demand_electricity,,,,,,,,,,
transport_car_using_electricity,1447231.02,,,0.0,0.0,0.0,0.0,0.03,13.0,0.0
transport_car_using_hydrogen,79383.98000000001,,,0.0,0.0,0.0,0.0,0.03,13.0,0.0
transport_final_demand_electricity,,,,,,,,,,
